gender,age,Investment_Avenues,Mutual_Funds,Equity_Market,Debentures,Government_Bonds,Fixed_Deposits,PPF,Gold,Stock_Marktet,Factor,Objective,Purpose,Duration,Invest_Monitor,Expect,Avenue,What are your savings objectives?,Reason_Equity,Reason_Mutual,Reason_Bonds,Reason_FD,Source
Male,32.0,Yes,,4.0,7.0,5.0,3.0,1.0,6.0,Yes,Returns,Growth,Wealth Creation,More than 5 years,Weekly,30%-40%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants
Female,21.0,No,,1.0,3.0,6.0,4.0,5.0,7.0,No,Returns,Income,Wealth Creation,Less than 1 year,Weekly,30%-40%,,Retirement Plan,Capital Appreciation,Better Returns,Safe Investment,Risk Free,Internet
Female,25.0,No,7.0,5.0,4.0,6.0,3.0,1.0,2.0,No,Risk,Capital Appreciation,Wealth Creation,,Monthly,20%-30%,Fixed Deposits,Retirement Plan,Liquidity,Fund Diversification,Safe Investment,Risk Free,Internet
Male,27.0,Yes,,4.0,7.0,6.0,1.0,2.0,3.0,Yes,Risk,Growth,Savings for Future,3-5 years,Weekly,20%-30%,Mutual Fund,,Capital Appreciation,Better Returns,Safe Investment,Fixed Returns,Financial Consultants
Female,24.0,Yes,2.0,4.0,5.0,6.0,3.0,1.0,7.0,Yes,Risk,Capital Appreciation,Wealth Creation,1-3 years,,20%-30%,Public Provident Fund,Health Care,Capital Appreciation,Better Returns,Assured Returns,,Newspapers and Magazines
Male,29.0,Yes,3.0,2.0,7.0,4.0,5.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Weekly,10%-20%,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Financial Consultants
,30.0,,2.0,3.0,7.0,4.0,5.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Weekly,20%-30%,Fixed Deposits,Retirement Plan,Capital Appreciation,,Assured Returns,Risk Free,Newspapers and Magazines
,31.0,Yes,1.0,3.0,7.0,4.0,5.0,2.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Weekly,,Fixed Deposits,Retirement Plan,Capital Appreciation,Fund Diversification,Assured Returns,Fixed Returns,Newspapers and Magazines
,20.0,No,1.0,,3.0,4.0,5.0,6.0,7.0,No,Returns,Capital Appreciation,Savings for Future,Less than 1 year,Daily,10%-20%,Equity,Education,,Better Returns,Safe Investment,Risk Free,Internet
Male,26.0,Yes,4.0,5.0,1.0,2.0,7.0,3.0,6.0,No,Returns,Growth,Wealth Creation,3-5 years,Daily,30%-40%,Public Provident Fund,Education,Capital Appreciation,Tax Benefits,Safe Investment,Fixed Returns,Television
Female,34.0,Yes,5.0,4.0,,2.0,7.0,1.0,6.0,,Returns,Income,Returns,More than 5 years,Monthly,10%-20%,Fixed Deposits,Retirement Plan,Capital Appreciation,Tax Benefits,Safe Investment,Fixed Returns,Newspapers and Magazines
Male,29.0,Yes,3.0,,4.0,2.0,5.0,,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years_err,Monthly,10%-20%,Mutual Fund,Retirement Plan,Capital Appreciation,tax benefits_err,Assured Returns,Fixed Returns,Television
Female,33.0,Yes,5.0,,3.0,2.0,7.0,1.0,6.0,,Returns,,Returns,1-3 years,Daily,20%-30%,Mutual Fund,Retirement Plan,Capital Appreciation,Tax Benefits,,Fixed Returns,Newspapers and Magazines
Female,24.0,No,7.0,5.0,4.0,6.0,3.0,,2.0,No,Risk,Capital Appreciation,Wealth Creation,1-3 years,Weekly,10%-20%,Mutual Fund,Retirement Plan,Liquidity,Fund Diversification,Safe Investment,Risk Free,Internet
Male,26.0,Yes,2.0,3.0,33.77904611212656,5.0,1.0,4.0,7.0,Yes,Returns,Capital Appreciation,,1-3 years,Weekly,10%-20%,Fixed Deposits,Retirement Plan,capital appreciation_err,Better Returns,Assured Returns,Risk Free,Television
Male,18.0,Yes,2.0,3.0,7.0,4.0,6.0,,,Yes,Risk,Capital Appreciation,Wealth Creation,3-5 years,Weekly,20%-30%,Equity,Retirement Plan,Capital Appreciation,,Assured Returns,Risk Free,Newspapers and Magazines
Male,24.0,Yes,2.0,4.0,7.0,5.0,1.0,3.0,6.0,,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Monthly,10%-20%_err,Public Provident Fund,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Fixed Returns,Newspapers and Magazines
Female,29.0,Yes,3.0,2.0,7.0,5.0,4.0,1.0,6.0,Yes,Risk,Growth,Wealth Creation,3-5 years_err,Daily,30%-40%,Fixed Deposits,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,
Female,436.44818400172704,Yes,2.0,4.0,7.0,5.0,3.0,1.0,,Yes,Risk,Growth,Savings for Future,3-5 years,Weekly,30%-40%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Financial Consultants
Female,20.0,No,1.0,2.0,3.0,,5.0,6.0,7.0,No,Returns,Capital Appreciation,Savings for Future,More than 5 years,Daily,20%-30%,Equity,Education,Dividend,Better Returns,,Risk Free,Internet
Female,,Yes,2.0,4.0,7.0,5.0,45.92673072281554,1.0,6.0,Yes,Risk,Growth,Savings for Future,1-3 years,Daily,,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,
Male,436.44818400172704,Yes,4.0,5.0,1.0,2.0,7.0,3.0,6.0,No,Returns,Growth,Wealth Creation,1-3 years,Weekly,30%-40%,Equity,Education,Capital Appreciation,Tax Benefits,Safe Investment,Fixed Returns,Television
Male,33.0,Yes,2.0,3.0,7.0,6.0,4.0,1.0,5.0,Yes,Risk,Growth,Savings for Future,Less than 1 year,Daily,30%-40%,Public Provident Fund,Health Care,Capital Appreciation,Fund Diversification,Safe Investment,Fixed Returns,Television
Female,24.0,No,7.0,5.0,4.0,6.0,3.0,1.0,2.0,No,Risk,Capital Appreciation,,More than 5 years,,30%-40%_err,Public Provident Fund,Retirement Plan,Liquidity,Fund Diversification,Safe Investment,Risk Free,Internet
Male,27.0,Yes,2.0,3.0,7.0,69.93907056742995,4.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Monthly,30%-40%,Public Provident Fund,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines
Male,20.0,Yes,2.0,1.0,3.0,7.0,6.0,12.985754034654704,5.0,Yes,Returns,Income,Wealth Creation,1-3 years,Monthly,10%-20%,Public Provident Fund,Retirement Plan,Dividend,Fund Diversification,Tax Incentives,,
Male,26.0,Yes,2.0,3.0,6.0,5.0,4.0,1.0,,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Monthly,10%-20%,Equity,Health Care,Capital Appreciation,Better Returns,safe investment_err,Fixed Returns,Financial Consultants
Female,30.0,Yes,3.0,4.0,7.0,5.0,1.0,,6.0,Yes,Risk,Growth,Wealth Creation,Less than 1 year,Monthly,30%-40%,Mutual Fund,Retirement Plan,Capital Appreciation,better returns_err,Assured Returns,Fixed Returns,Financial Consultants
Male,28.0,Yes,2.0,5.0,7.0,6.0,3.0,12.985754034654704,4.0,Yes,Risk,Capital Appreciation,Wealth Creation,3-5 years,Monthly,30%-40%,Equity,Retirement Plan,Capital Appreciation,Fund Diversification,Assured Returns,Fixed Returns,Financial Consultants
Female,37.0,Yes,38.91517435062281,4.0,33.77904611212656,5.0,3.0,1.0,6.0,Yes,Risk,Growth,Savings for Future,3-5 years,Weekly,30%-40%,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Financial Consultants
Male,,Yes,2.0,4.0,7.0,5.0,1.0,3.0,6.0,Yes,Returns,,Wealth Creation,Less than 1 year,Weekly,10%-20%,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines
female_err,28.0,Yes,2.0,,7.0,5.0,4.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Daily,30%-40%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines
Male,24.0,yes_err,3.0,,7.0,4.0,5.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Monthly,20%-30%,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Financial Consultants
Male,32.0,,3.0,,7.0,4.0,45.92673072281554,1.0,6.0,Yes,Risk,Capital Appreciation,Wealth Creation,Less than 1 year,Weekly,,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,,Risk Free,Newspapers and Magazines
Male,24.0,Yes,3.0,4.0,6.0,5.0,45.92673072281554,1.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Weekly,10%-20%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Financial Consultants
Male,23.0,Yes,5.0,,7.0,6.0,1.0,2.0,3.0,Yes,Risk,Growth,Savings for Future,3-5 years,daily_err,20%-30%,,Health Care,Capital Appreciation,better returns_err,Safe Investment,Fixed Returns,financial consultants_err
Male,28.0,,38.91517435062281,2.0,7.0,4.0,45.92673072281554,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Daily,10%-20%,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Financial Consultants
Female,29.0,Yes,3.0,4.0,7.0,5.0,45.92673072281554,2.0,6.0,Yes,Risk,Growth,,More than 5 years,,30%-40%,,Retirement Plan,Capital Appreciation,,Assured Returns,Fixed Returns,Financial Consultants
Female,22.0,No,7.0,5.0,4.0,6.0,3.0,1.0,2.0,No,Risk,Capital Appreciation,Wealth Creation,1-3 years,Daily,10%-20%,Public Provident Fund,Retirement Plan,Liquidity,Fund Diversification,Safe Investment,Risk Free,Internet
Male,19.0,Yes,2.0,1.0,,7.0,6.0,4.0,5.0,Yes,Returns,Income,Wealth Creation,3-5 years,Daily,20%-30%,Public Provident Fund,Retirement Plan,Dividend,Fund Diversification,,High Interest Rates,Internet
Male,30.0,Yes,2.0,3.0,6.0,5.0,1.0,4.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Weekly,20%-30%,Mutual Fund,Retirement Plan,,Better Returns,Assured Returns,Risk Free,Television
Male,25.0,Yes,2.0,3.0,33.77904611212656,4.0,1.0,5.0,,yes_err,Returns,capital appreciation_err,,More than 5 years,Monthly,10%-20%,,Education,Dividend,Better Returns,Safe Investment,Risk Free,Newspapers and Magazines
Female,436.44818400172704,Yes,3.0,2.0,7.0,5.0,4.0,1.0,6.0,Yes,Risk,Growth,Wealth Creation,3-5 years,Monthly,20%-30%,Equity,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,,Television
Male,29.0,Yes,2.0,,7.0,5.0,4.0,,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,,Monthly,30%-40%,Public Provident Fund,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,
Female,26.0,Yes,4.0,3.0,2.0,1.0,5.0,6.0,7.0,No,Locking Period,Capital Appreciation,,3-5 years,,30%-40%,Public Provident Fund,Health Care,,Better Returns,,High Interest Rates,Financial Consultants
Male,24.0,,2.0,3.0,6.0,4.0,1.0,5.0,7.0,Yes,Returns,Capital Appreciation,Returns,Less than 1 year,Weekly,30%-40%,Equity,Education,Dividend,Better Returns,Safe Investment,Risk Free,Newspapers and Magazines
Male,18.0,Yes,2.0,3.0,7.0,4.0,6.0,1.0,5.0,yes_err,Risk,Capital Appreciation,Wealth Creation,1-3 years,Monthly,20%-30%,Public Provident Fund,Retirement Plan,capital appreciation_err,Better Returns,Assured Returns,Risk Free,newspapers and magazines_err
Female,23.0,No,1.0,2.0,3.0,4.0,5.0,6.0,7.0,No,Returns,Capital Appreciation,Savings for Future,3-5 years,Weekly,10%-20%,Equity,,Dividend,Better Returns,Safe Investment,Risk Free,Internet
Male,18.0,Yes,2.0,3.0,7.0,4.0,6.0,1.0,,Yes,Risk,Capital Appreciation,Wealth Creation,Less than 1 year,Daily,10%-20%,Mutual Fund,Retirement Plan,Capital Appreciation,better returns_err,Assured Returns,Risk Free,Newspapers and Magazines
Female,33.0,Yes,5.0,4.0,3.0,2.0,7.0,1.0,6.0,Yes,Returns,Income,Returns,less than 1 year_err,,10%-20%,Equity,Retirement Plan,Capital Appreciation,Tax Benefits,Safe Investment,Fixed Returns,Newspapers and Magazines
Female,31.0,Yes,2.0,4.0,7.0,69.93907056742995,3.0,1.0,5.0,,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Daily,10%-20%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants
Male,31.0,Yes,1.0,,6.0,,,2.0,,yes_err,Risk,Growth,Wealth Creation,less than 1 year_err,Monthly,30%-40%,Mutual Fund,Health Care,Capital Appreciation,Better Returns,Assured Returns,fixed returns_err,Financial Consultants
Female,37.0,Yes,5.0,4.0,3.0,2.0,7.0,1.0,6.0,Yes,Returns,Income,Returns,3-5 years,Weekly,,Mutual Fund,Retirement Plan,Capital Appreciation,,Safe Investment,fixed returns_err,Newspapers and Magazines
Female,,Yes,1.0,2.0,5.0,69.93907056742995,7.0,6.0,4.0,Yes,returns_err,Capital Appreciation,,3-5 years,Weekly,20%-30%,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Safe Investment,Fixed Returns,Newspapers and Magazines
Male,33.0,Yes,,4.0,7.0,,3.0,1.0,6.0,Yes,Risk,Growth,Wealth Creation,Less than 1 year,Monthly,,Equity,Health Care,,Fund Diversification,Assured Returns,Fixed Returns,Newspapers and Magazines
Female,30.0,Yes,3.0,2.0,7.0,5.0,4.0,1.0,6.0,Yes,Risk,Growth,Wealth Creation,3-5 years,Monthly,30%-40%,Public Provident Fund,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,risk free_err,Television
Male,26.0,yes_err,3.0,4.0,6.0,,1.0,2.0,7.0,Yes,Risk,Capital Appreciation,Wealth Creation,3-5 years,,20%-30%,Fixed Deposits,Health Care,Capital Appreciation,Fund Diversification,,Risk Free,Newspapers and Magazines
,27.0,Yes,2.0,4.0,6.0,5.0,,1.0,7.0,Yes,Risk,Growth,,1-3 years,Weekly,10%-20%,Fixed Deposits,Health Care,Liquidity,Better Returns,assured returns_err,Risk Free,Financial Consultants
Female,27.0,Yes,2.0,4.0,5.0,6.0,3.0,1.0,7.0,yes_err,Risk,Capital Appreciation,Wealth Creation,,Daily,30%-40%,Mutual Fund,,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines
Male,31.0,Yes,2.0,3.0,6.0,5.0,1.0,4.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Monthly,30%-40%,Public Provident Fund,Retirement Plan,Capital Appreciation,,Assured Returns,Risk Free,Television
Female,22.0,Yes,2.0,4.0,33.77904611212656,6.0,3.0,1.0,7.0,Yes,Risk,Capital Appreciation,Wealth Creation,,Daily,20%-30%,Fixed Deposits,Health Care,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines
male_err,32.0,Yes,2.0,4.0,7.0,5.0,45.92673072281554,1.0,62.468388501833545,Yes,Returns,Growth,Savings for Future,3-5 years,Monthly,20%-30%,Equity,Retirement Plan,Capital Appreciation,,Safe Investment,Fixed Returns,Television
Male,31.0,Yes,2.0,4.0,7.0,5.0,1.0,3.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,,10%-20%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines
,29.0,Yes,1.0,3.0,7.0,4.0,5.0,2.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Weekly,20%-30%,Public Provident Fund,Retirement Plan,Capital Appreciation,Fund Diversification,Assured Returns,Fixed Returns,Newspapers and Magazines
Male,28.0,Yes,1.0,,6.0,5.0,3.0,2.0,7.0,Yes,Risk,Growth,Wealth Creation,3-5 years,Daily,30%-40%,Equity,Health Care,Capital Appreciation,Better Returns,Assured Returns,,Financial Consultants
Male,27.0,Yes,2.0,4.0,7.0,5.0,1.0,3.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Weekly,20%-30%,Equity,Retirement Plan,capital appreciation_err,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines
,30.0,Yes,38.91517435062281,3.0,33.77904611212656,6.0,4.0,1.0,5.0,,Risk,,Savings for Future,More than 5 years,Weekly,10%-20%,Equity,Health Care,,Fund Diversification,Safe Investment,Fixed Returns,Television
,30.0,Yes,2.0,3.0,7.0,6.0,4.0,1.0,5.0,Yes,,,Savings for Future,More than 5 years,Monthly,20%-30%,Public Provident Fund,Health Care,Capital Appreciation,Fund Diversification,Safe Investment,Fixed Returns,Television
Male,29.0,Yes,2.0,4.0,7.0,,3.0,1.0,6.0,Yes,Returns,Growth,Wealth Creation,3-5 years,Daily,20%-30%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants
Male,23.0,Yes,2.0,4.0,6.0,5.0,3.0,1.0,7.0,yes_err,Risk,Growth,Savings for Future,1-3 years,Monthly,,Fixed Deposits,Health Care,Liquidity,Better Returns,Assured Returns,Risk Free,Financial Consultants
Male,28.0,Yes,,3.0,5.0,7.0,2.0,1.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Daily,30%-40%,Mutual Fund,Retirement Plan,Dividend,Better Returns,Safe Investment,Fixed Returns,
Female,26.0,Yes,4.0,3.0,2.0,1.0,5.0,6.0,7.0,No,Locking Period,Capital Appreciation,Wealth Creation,1-3 years,Weekly,10%-20%,Fixed Deposits,,Dividend,Better Returns,Safe Investment,High Interest Rates,Financial Consultants
Male,21.0,Yes,2.0,3.0,7.0,4.0,,1.0,5.0,Yes,Risk,Capital Appreciation,Wealth Creation,3-5 years,Daily,10%-20%,Fixed Deposits,,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines
Male,24.0,Yes,3.0,4.0,6.0,,1.0,2.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Daily,,Public Provident Fund,nan_err,Dividend,Fund Diversification,Assured Returns,Fixed Returns,Financial Consultants
Female,27.0,Yes,2.0,4.0,5.0,6.0,3.0,,7.0,Yes,Risk,Capital Appreciation,Wealth Creation,More than 5 years,Weekly,10%-20%,Public Provident Fund,health care_err,Capital Appreciation,,Assured Returns,,Newspapers and Magazines
Male,28.0,Yes,2.0,4.0,33.77904611212656,5.0,1.0,3.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Weekly,30%-40%,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines
Male,29.0,Yes,3.0,4.0,6.0,5.0,1.0,2.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Daily,10%-20%,Public Provident Fund,Retirement Plan,Dividend,Fund Diversification,Assured Returns,,Financial Consultants
Male,27.0,Yes,2.0,,6.0,5.0,1.0,,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Weekly,10%-20%,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,,Television
Male,32.0,Yes,3.0,6.0,4.0,2.0,5.0,1.0,7.0,Yes,Returns,,Wealth Creation,More than 5 years,,30%-40%,,Retirement Plan,Capital Appreciation,Tax Benefits,Assured Returns,Fixed Returns,
Female,19.0,No,1.0,2.0,3.0,4.0,5.0,6.0,7.0,No,Returns,,Savings for Future,3-5 years,Daily,10%-20%,Public Provident Fund,Education,Dividend,Better Returns,Safe Investment,,
Male,436.44818400172704,Yes,1.0,3.0,7.0,4.0,,2.0,6.0,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Daily,10%-20%,Public Provident Fund,Retirement Plan,Capital Appreciation,Fund Diversification,Assured Returns,Fixed Returns,Newspapers and Magazines
Male,30.0,Yes,1.0,4.0,6.0,5.0,3.0,2.0,7.0,Yes,risk_err,Growth,Wealth Creation,Less than 1 year,Daily,30%-40%,,Health Care,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants
,38.0,Yes,2.0,4.0,7.0,5.0,3.0,1.0,,Yes,Returns,Growth,Savings for Future,3-5 years,Weekly,30%-40%,Fixed Deposits,Retirement Plan,Capital Appreciation,Fund Diversification,Safe Investment,Fixed Returns,
Male,29.0,Yes,38.91517435062281,4.0,6.0,5.0,1.0,2.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Daily,20%-30%,Fixed Deposits,Retirement Plan,Dividend,Fund Diversification,,Fixed Returns,Financial Consultants
Male,29.0,Yes,2.0,3.0,6.0,4.0,1.0,,7.0,Yes,Returns,Capital Appreciation,Returns,1-3 years,Monthly,20%-30%,Fixed Deposits,Education,Dividend,Better Returns,Safe Investment,Risk Free,Newspapers and Magazines
Female,37.0,Yes,1.0,2.0,,3.0,7.0,12.985754034654704,4.0,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Daily,10%-20%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Safe Investment,Fixed Returns,Newspapers and Magazines
Female,436.44818400172704,Yes,2.0,4.0,7.0,6.0,,1.0,5.0,Yes,Returns,Capital Appreciation,,Less than 1 year,,20%-30%,Public Provident Fund,,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,financial consultants_err
Female,24.0,Yes,2.0,3.0,7.0,,4.0,1.0,6.0,Yes,Returns,,Wealth Creation,More than 5 years,Daily,10%-20%,Equity,Retirement Plan,,,Assured Returns,Risk Free,Newspapers and Magazines
Male,30.0,Yes,2.0,3.0,6.0,5.0,1.0,4.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Monthly,30%-40%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,,Television
Female,27.0,Yes,3.0,6.0,4.0,2.0,5.0,1.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,,20%-30%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,High Interest Rates,financial consultants_err
Male,29.0,Yes,3.0,6.0,4.0,69.93907056742995,5.0,1.0,7.0,Yes,,Capital Appreciation,Wealth Creation,More than 5 years,Weekly,30%-40%,Public Provident Fund,Retirement Plan,Capital Appreciation,Tax Benefits,Assured Returns,Fixed Returns,Television
,28.0,Yes,3.0,4.0,6.0,5.0,1.0,2.0,7.0,Yes,Risk,Capital Appreciation,Wealth Creation,Less than 1 year,Daily,30%-40%,,Health Care,Capital Appreciation,,Assured Returns,Risk Free,Newspapers and Magazines
Male,29.0,Yes,,4.0,6.0,5.0,1.0,2.0,7.0,Yes,Risk,Capital Appreciation,Wealth Creation,Less than 1 year,Monthly,10%-20%,Public Provident Fund,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines
Female,35.0,Yes,5.0,4.0,3.0,69.93907056742995,7.0,1.0,6.0,Yes,Returns,Income,,3-5 years,Daily,30%-40%,nan_err,Retirement Plan,Capital Appreciation,Tax Benefits,,Fixed Returns,Newspapers and Magazines
Male,28.0,Yes,2.0,3.0,6.0,69.93907056742995,4.0,1.0,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Daily,30%-40%,Mutual Fund,Health Care,Capital Appreciation,Better Returns,Safe Investment,Fixed Returns,Financial Consultants
Male,436.44818400172704,Yes,2.0,3.0,6.0,5.0,4.0,12.985754034654704,7.0,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Weekly,20%-30%,Equity,Health Care,Capital Appreciation,Better Returns,Safe Investment,Fixed Returns,Financial Consultants
